"ATC1","Name1","ATC2","Name2","Info","Mechanismus","Effekt","Massnahmen","Grad"
"N05AX12","Aripiprazol","N06AA21","Maprotilin","ZNS-dämpfende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern.","Maprotilin kann die zentraldämpfende Wirkung von Aripiprazol verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N06AA05","Opipramol","N05AX12","Aripiprazol","ZNS-dämpfende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern.","Opipramol kann die zentraldämpfende Wirkung von Aripiprazol verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N05AX12","Aripiprazol","N06AA05","Opipramol","ZNS-dämpfende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern.","Opipramol kann die zentraldämpfende Wirkung von Aripiprazol verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N06AA02","Imipramin","N05AX12","Aripiprazol","ZNS-dämpfende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern.","Imipramin kann die zentraldämpfende Wirkung von Aripiprazol verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N05AX12","Aripiprazol","N06AA02","Imipramin","ZNS-dämpfende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern.","Imipramin kann die zentraldämpfende Wirkung von Aripiprazol verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N07BC02","Methadon","N05AL05","Amisulprid","Erhöhtes Risiko für ventrikuläre Rhythmusstörungen und ZNS-Depression","Sowohl Methadon als auch Amisulprid können dosisabhängig die QT-Zeit verlängern und zentral dämpfend wirken.","Durch die additive Verlängerung der QT-Zeit beider Substanzen erhöht sich die Wahrscheinlichkeit für das Auftreten von kardialen unerwünschten Wirkungen wie Arrhythmien, Torsades de pointes oder Herzstillstand. Zudem kann es zu einer additiven ZNS- und Atemdepression kommen. Die zentral dämpfenden und QT-verlängernden Effekte sowie das Risiko für Torsades des pointes von Methadon und Amisulprid sind bekannt, zu Interaktionen liegen jedoch keine Daten vor. ","Kombination meiden. Falls diese jedoch zwingend erforderlich ist, regelmässige EKG-Kontrollen der QT-Zeit, insbesondere bei höheren Dosierungen und Änderungen der medikamentösen Therapie. Klinisches Monitoring hinsichtlich zentral dämpfender Effekte. Die Kombination ist gemäss Schweizerischer Fachinformation von Amisulprid (Solian) kontraindiziert, in der Fachinformation zu Methadon wird sie unter Warnhinweis aufgeführt.  ","D"
"N05AL05","Amisulprid","N07BC02","Methadon","Erhöhtes Risiko für ventrikuläre Rhythmusstörungen und ZNS-Depression","Sowohl Methadon als auch Amisulprid können dosisabhängig die QT-Zeit verlängern und zentral dämpfend wirken.","Durch die additive Verlängerung der QT-Zeit beider Substanzen erhöht sich die Wahrscheinlichkeit für das Auftreten von kardialen unerwünschten Wirkungen wie Arrhythmien, Torsades de pointes oder Herzstillstand. Zudem kann es zu einer additiven ZNS- und Atemdepression kommen. Die zentral dämpfenden und QT-verlängernden Effekte sowie das Risiko für Torsades des pointes von Methadon und Amisulprid sind bekannt, zu Interaktionen liegen jedoch keine Daten vor. ","Kombination meiden. Falls diese jedoch zwingend erforderlich ist, regelmässige EKG-Kontrollen der QT-Zeit, insbesondere bei höheren Dosierungen und Änderungen der medikamentösen Therapie. Klinisches Monitoring hinsichtlich zentral dämpfender Effekte. Die Kombination ist gemäss Schweizerischer Fachinformation von Amisulprid (Solian) kontraindiziert, in der Fachinformation zu Methadon wird sie unter Warnhinweis aufgeführt.  ","D"
"N07BC02","Methadon","N05AA01","Chlorpromazin","Erhöhtes Risiko für ventrikuläre Rhythmusstörungen und ZNS-Depression","Sowohl Methadon als auch Chlorpromazin können dosisabhängig die QT-Zeit verlängern und zentral dämpfend wirken.","Durch die additive Verlängerung der QT-Zeit beider Substanzen erhöht sich die Wahrscheinlichkeit für das Auftreten von kardialen unerwünschten Wirkungen wie Arrhythmien, Torsades de pointes oder Herzstillstand. Zudem kann es zu einer additiven ZNS- und Atemdepression kommen. ","Kombination meiden. Falls diese jedoch zwingend erforderlich ist, regelmässige EKG-Kontrollen der QT-Zeit, insbesondere bei höheren Dosierungen und Änderungen der medikamentösen Therapie. Klinisches Monitoring hinsichtlich zentral dämpfender Effekte. ","D"
"N05AA01","Chlorpromazin","N07BC02","Methadon","Erhöhtes Risiko für ventrikuläre Rhythmusstörungen und ZNS-Depression","Sowohl Methadon als auch Chlorpromazin können dosisabhängig die QT-Zeit verlängern und zentral dämpfend wirken.","Durch die additive Verlängerung der QT-Zeit beider Substanzen erhöht sich die Wahrscheinlichkeit für das Auftreten von kardialen unerwünschten Wirkungen wie Arrhythmien, Torsades de pointes oder Herzstillstand. Zudem kann es zu einer additiven ZNS- und Atemdepression kommen. ","Kombination meiden. Falls diese jedoch zwingend erforderlich ist, regelmässige EKG-Kontrollen der QT-Zeit, insbesondere bei höheren Dosierungen und Änderungen der medikamentösen Therapie. Klinisches Monitoring hinsichtlich zentral dämpfender Effekte. ","D"
"N06AX16","Venlafaxin","N06AX05","Trazodon","Erhöhtes Risiko für serotonerge Toxizität, QT-Zeit-Verlängerung","Die Kombination serotonerg wirkender Antidepressiva kann zu additiven serotonergen Nebenwirkungen führen. Zudem können beide die QT-Zeit verlängern.","Beide Antidepressiva haben Einfluss auf das Serotoninsystem. In einem Fallbericht kam es bei einem 50-jährigen Patienten unter gleichzeitiger Therapie (zusätzlich nahm der Patientin noch Methadon ein) zu einem Serotoninsyndrom (mögliche Symptome: u.a Hyperreflexie, Tremor, Muskelrigidität, Kloni, Tachykardie, Schwitzen, Diarrhoe, Agitation). Die Symptomatik klang nach Absetzen der Medikamente ab.","Falls die Kombination erforderlich ist, vorsichtiges einschleichendes Dosieren empfohlen. Klinisch auf Zeichen einer serotonergen Überstimulation achten (u.a. Hyperreflexie, Bewusstseinsstörung, Schwitzen etc.). EKG-Kontrolle (QT-Zeit-Verlängerung).","C"
"N06AX05","Trazodon","N06AX16","Venlafaxin","Erhöhtes Risiko für serotonerge Toxizität, QT-Zeit-Verlängerung","Die Kombination serotonerg wirkender Antidepressiva kann zu additiven serotonergen Nebenwirkungen führen. Zudem können beide die QT-Zeit verlängern.","Beide Antidepressiva haben Einfluss auf das Serotoninsystem. In einem Fallbericht kam es bei einem 50-jährigen Patienten unter gleichzeitiger Therapie (zusätzlich nahm der Patientin noch Methadon ein) zu einem Serotoninsyndrom (mögliche Symptome: u.a Hyperreflexie, Tremor, Muskelrigidität, Kloni, Tachykardie, Schwitzen, Diarrhoe, Agitation). Die Symptomatik klang nach Absetzen der Medikamente ab.","Falls die Kombination erforderlich ist, vorsichtiges einschleichendes Dosieren empfohlen. Klinisch auf Zeichen einer serotonergen Überstimulation achten (u.a. Hyperreflexie, Bewusstseinsstörung, Schwitzen etc.). EKG-Kontrolle (QT-Zeit-Verlängerung).","C"
"J04AM02","Rifampicin und Isoniazid","J01EC01","Sulfamethoxazol","Blutbildveränderungen und Hepatotoxizität","Rifampicin induziert diverse Enzyme des Cytochrom-P-450-Systems stark, u.a. auch CYP2C9 und CYP3A4. Dadurch entsteht vermehrt der potenziell toxische Metabolit Sulfamethoxazol-Hydroxylamin.","Durch die erhöhte Bildung des potenziell toxischen Metaboliten Sulfamethoxazol-Hydroxylamin steigt das Risiko für Exantheme, Leuko- und Thrombopenien, Leberwerterhöhung.","Leberwerte und Blutbild regelmässig kontrollieren.","C"
"J04AM05","Rifampicin, Pyrazinamid und Isoniazid","J01EC01","Sulfamethoxazol","Blutbildveränderungen und Hepatotoxizität","Rifampicin induziert diverse Enzyme des Cytochrom-P-450-Systems stark, u.a. auch CYP2C9 und CYP3A4. Dadurch entsteht vermehrt der potenziell toxische Metabolit Sulfamethoxazol-Hydroxylamin.","Durch die erhöhte Bildung des potenziell toxischen Metaboliten Sulfamethoxazol-Hydroxylamin steigt das Risiko für Exantheme, Leuko- und Thrombopenien, Leberwerterhöhung.","Leberwerte und Blutbild regelmässig kontrollieren.","C"
"J04AB02","Rifampicin","J01EC01","Sulfamethoxazol","Blutbildveränderungen und Hepatotoxizität","Rifampicin induziert diverse Enzyme des Cytochrom-P-450-Systems stark, u.a. auch CYP2C9 und CYP3A4. Dadurch entsteht vermehrt der potenziell toxische Metabolit Sulfamethoxazol-Hydroxylamin.","Durch die erhöhte Bildung des potenziell toxischen Metaboliten Sulfamethoxazol-Hydroxylamin steigt das Risiko für Exantheme, Leuko- und Thrombopenien, Leberwerterhöhung.","Leberwerte und Blutbild regelmässig kontrollieren.","C"
"N06AA09","Amitriptylin","N05AX13","Paliperidon","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Paliperidon verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N05AX13","Paliperidon","N06AA09","Amitriptylin","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Paliperidon verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N06AA06","Trimipramin","N05AX13","Paliperidon","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Paliperidon verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N05AX13","Paliperidon","N06AA06","Trimipramin","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Paliperidon verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N06AA04","Clomipramin","N05AX13","Paliperidon","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Paliperidon verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N05AX13","Paliperidon","N06AA04","Clomipramin","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Paliperidon verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N06AA08","Dibenzepin","N05AX13","Paliperidon","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Paliperidon verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N05AX13","Paliperidon","N06AA08","Dibenzepin","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Paliperidon verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N06AA12","Doxepin","N05AX13","Paliperidon","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Paliperidon verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N05AX13","Paliperidon","N06AA12","Doxepin","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Paliperidon verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N06AA21","Maprotilin","N05AX13","Paliperidon","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Paliperidon verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N05AX13","Paliperidon","N06AA21","Maprotilin","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Paliperidon verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N06AA10","Nortriptylin","N05AX13","Paliperidon","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Paliperidon verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N05AX13","Paliperidon","N06AA10","Nortriptylin","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Paliperidon verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N06AA05","Opipramol","N05AX13","Paliperidon","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Paliperidon verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N05AX13","Paliperidon","N06AA05","Opipramol","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Paliperidon verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N06AA02","Imipramin","N05AX13","Paliperidon","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Paliperidon verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N05AX13","Paliperidon","N06AA02","Imipramin","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Paliperidon verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N06AA05","Opipramol","N05AH04","Quetiapin","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Quetiapin verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N05AH04","Quetiapin","N06AA05","Opipramol","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Quetiapin verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N06AA08","Dibenzepin","N05AH04","Quetiapin","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Quetiapin verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N05AH04","Quetiapin","N06AA08","Dibenzepin","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Quetiapin verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N06AA09","Amitriptylin","N05AH03","Olanzapin","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Olanzapin verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N05AH03","Olanzapin","N06AA09","Amitriptylin","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Olanzapin verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N06AA06","Trimipramin","N05AH03","Olanzapin","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Olanzapin verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N05AH03","Olanzapin","N06AA06","Trimipramin","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Olanzapin verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N06AA04","Clomipramin","N05AH03","Olanzapin","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Olanzapin verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
"N05AH03","Olanzapin","N06AA04","Clomipramin","ZNS-dämpfende und krampfschwellensenkende Wirkung, QT-Zeit-Verlängerung","Beide Substanzen haben eine zentraldämpfende Wirkung und können die QT-Zeit verlängern. Relevante pharmakokinetische Interaktion nicht zu erwarten.","Trizyklika können die zentraldämpfende Wirkung von Olanzapin verstärken. Beide Substanzen können die Krampfschwelle senken und die QT-Zeit verlängern. ","Achten auf verstärkte zentraldämpfende Symptome, EKG-Kontrollen bei prädisponierten Patienten (z.B. vorbestehende QT-Zeit-Verlängerung, mehrere QT-Zeit-verlängernde Substanzen, Elektrolytstörungen).","C"
